R1	23.88	75.95	0.00		R1210
R10	23.88	32.51	0.00		R1210
R11	23.88	27.69	0.00		R1210
R12	23.88	22.86	0.00		R1210
R13	23.88	18.03	0.00		R1210
R14	23.88	13.21	0.00		R1210
R15	23.88	8.38	0.00		R1210
R16	23.88	3.56	0.00		R1210
R2	23.88	71.12	0.00		R1210
R3	23.88	66.29	0.00		R1210
R4	23.88	61.47	0.00		R1210
R5	23.88	56.64	0.00		R1210
R6	23.88	51.82	0.00		R1210
R7	23.88	46.99	0.00		R1210
R8	23.88	42.16	0.00		R1210
R9	23.88	37.34	0.00		R1210
